FPR,TPR
0.0,0.3049343019161313
0.010101010101010102,0.42995714684658337
0.020202020202020204,0.5158256628906459
0.030303030303030304,0.5766919088508248
0.04040404040404041,0.6265153899585683
0.05050505050505051,0.6434226609034124
0.06060606060606061,0.6786789660396065
0.07070707070707072,0.6902714696247187
0.08080808080808081,0.7048150375899067
0.09090909090909091,0.7189854863338079
0.10101010101010102,0.7307501922161608
0.11111111111111112,0.7403683494413398
0.12121212121212122,0.7509300657252613
0.13131313131313133,0.7729867894142609
0.14141414141414144,0.7922585514270146
0.15151515151515152,0.8031370169713256
0.16161616161616163,0.8086021400835074
0.17171717171717174,0.8194218408631713
0.18181818181818182,0.8237292981118051
0.19191919191919193,0.8342998362893651
0.20202020202020204,0.8448918538601322
0.21212121212121213,0.8616806763711597
0.22222222222222224,0.8616806763711597
0.23232323232323235,0.8681929199021902
0.24242424242424243,0.8746463986685729
0.25252525252525254,0.8778843372006293
0.26262626262626265,0.8789314576194773
0.27272727272727276,0.8820816407696604
0.2828282828282829,0.8852454003239345
0.29292929292929293,0.8937861358434194
0.30303030303030304,0.8970240743754758
0.31313131313131315,0.9023338554474989
0.32323232323232326,0.9097378773572181
0.33333333333333337,0.9246162645485096
0.3434343434343435,0.9288065840329468
0.3535353535353536,0.9309008248706432
0.36363636363636365,0.9330692446861217
0.37373737373737376,0.9362623866227192
0.38383838383838387,0.9403864301184905
0.393939393939394,0.9435580926618808
0.4040404040404041,0.9488618085538318
0.4141414141414142,0.9509130906051139
0.42424242424242425,0.953052128038269
0.43434343434343436,0.9551981495560182
0.4444444444444445,0.9594099484336626
0.4545454545454546,0.9615559699514119
0.4646464646464647,0.9636511296936305
0.4747474747474748,0.9646767707192716
0.48484848484848486,0.9700901131514005
0.494949494949495,0.972258532966879
0.5050505050505051,0.9765659902155128
0.5151515151515152,0.9775916312411539
0.5252525252525253,0.978690532340055
0.5353535353535354,0.9797894334389561
0.5454545454545455,0.9808589521555335
0.5555555555555556,0.9808589521555335
0.5656565656565657,0.9829834942800757
0.5757575757575758,0.9829834942800757
0.5858585858585859,0.988419235009934
0.595959595959596,0.9894887537265117
0.6060606060606061,0.9894887537265117
0.6161616161616162,0.9905358741453598
0.6262626262626263,0.9915615151710009
0.6363636363636365,0.992587156196642
0.6464646464646465,0.992587156196642
0.6565656565656566,0.9936127972222829
0.6666666666666667,0.9936127972222829
0.6767676767676768,0.9946599176411312
0.686868686868687,0.9946599176411312
0.696969696969697,0.9956855586667721
0.7070707070707072,0.9956855586667721
0.7171717171717172,0.9956855586667721
0.7272727272727273,0.9956855586667721
0.7373737373737375,0.9956855586667721
0.7474747474747475,0.9956855586667721
0.7575757575757577,0.9956855586667721
0.7676767676767677,0.9967844597656732
0.7777777777777778,0.9967844597656732
0.787878787878788,0.9967844597656732
0.797979797979798,0.9967844597656732
0.8080808080808082,0.9978315801845212
0.8181818181818182,0.9989304812834223
0.8282828282828284,0.9989304812834223
0.8383838383838385,0.9989304812834223
0.8484848484848485,0.9989304812834223
0.8585858585858587,0.9989304812834223
0.8686868686868687,0.9989304812834223
0.8787878787878789,0.9989304812834223
0.888888888888889,0.9989304812834223
0.8989898989898991,0.9989304812834223
0.9090909090909092,0.9989304812834223
0.9191919191919192,0.9989304812834223
0.9292929292929294,0.9989304812834223
0.9393939393939394,1.0
0.9494949494949496,1.0
0.9595959595959597,1.0
0.9696969696969697,1.0
0.9797979797979799,1.0
0.98989898989899,1.0
1.0,1.0
