FPR,TPR
0.0,0.31409905991302417
0.010101010101010102,0.4107278289229216
0.020202020202020204,0.5302220558733659
0.030303030303030304,0.6047842009045281
0.04040404040404041,0.6246236387643901
0.05050505050505051,0.6493586216011242
0.06060606060606061,0.6770347256674135
0.07070707070707072,0.7004033694075744
0.08080808080808081,0.7156253438042635
0.09090909090909091,0.736056103223979
0.10101010101010102,0.7552040415263003
0.11111111111111112,0.7777537174099256
0.12121212121212122,0.7840806067921265
0.13131313131313133,0.7999522031193396
0.14141414141414144,0.8051801914026395
0.15151515151515152,0.8125009475991408
0.16161616161616163,0.829568613232954
0.17171717171717174,0.8489298539360922
0.18181818181818182,0.8542617184426712
0.19191919191919193,0.8594672696340826
0.20202020202020204,0.8658811481019327
0.21212121212121213,0.8820067663956579
0.22222222222222224,0.8841582990735064
0.23232323232323235,0.8884782515668335
0.24242424242424243,0.8984285003230523
0.25252525252525254,0.9005506506185773
0.26262626262626265,0.9026896880517323
0.27272727272727276,0.9079921701759879
0.2828282828282829,0.916552031367428
0.29292929292929293,0.9239778218485302
0.30303030303030304,0.9250767229474313
0.31313131313131315,0.9326471092175079
0.32323232323232326,0.9389897276760175
0.33333333333333337,0.9431481972427399
0.3434343434343435,0.949520198083573
0.3535353535353536,0.9516886178990518
0.36363636363636365,0.9548814449724758
0.37373737373737376,0.9569753709469989
0.38383838383838387,0.9613247058226497
0.393939393939394,0.9676178209295904
0.4040404040404041,0.9676178209295904
0.4141414141414142,0.9687167220284915
0.42424242424242425,0.9687167220284915
0.43434343434343436,0.9697693536074388
0.4444444444444445,0.9740610817797639
0.4545454545454546,0.975159982878665
0.4646464646464647,0.9762588839775661
0.4747474747474748,0.9762588839775661
0.48484848484848486,0.9762588839775661
0.494949494949495,0.9762588839775661
0.5050505050505051,0.9773115155565135
0.5151515151515152,0.9784104166554146
0.5252525252525253,0.9784104166554146
0.5353535353535354,0.9817071199521179
0.5454545454545455,0.9860564548277686
0.5555555555555556,0.9870514797033906
0.5656565656565657,0.9881503808022917
0.5757575757575758,0.9881503808022917
0.5858585858585859,0.9881503808022917
0.595959595959596,0.9934822453088706
0.6060606060606061,0.9934822453088706
0.6161616161616162,0.9934822453088706
0.6262626262626263,0.9934822453088706
0.6363636363636365,0.9945811464077717
0.6464646464646465,0.9945811464077717
0.6565656565656566,0.995633777986719
0.6666666666666667,0.995633777986719
0.6767676767676768,0.995633777986719
0.686868686868687,0.995633777986719
0.696969696969697,0.9967032967032967
0.7070707070707072,0.9967032967032967
0.7171717171717172,0.9967032967032967
0.7272727272727273,0.9967032967032967
0.7373737373737375,0.9978021978021978
0.7474747474747475,0.9978021978021978
0.7575757575757577,0.9978021978021978
0.7676767676767677,0.9978021978021978
0.7777777777777778,0.9978021978021978
0.787878787878788,0.9978021978021978
0.797979797979798,0.9989010989010989
0.8080808080808082,0.9989010989010989
0.8181818181818182,0.9989010989010989
0.8282828282828284,0.9989010989010989
0.8383838383838385,0.9989010989010989
0.8484848484848485,0.9989010989010989
0.8585858585858587,0.9989010989010989
0.8686868686868687,0.9989010989010989
0.8787878787878789,1.0
0.888888888888889,1.0
0.8989898989898991,1.0
0.9090909090909092,1.0
0.9191919191919192,1.0
0.9292929292929294,1.0
0.9393939393939394,1.0
0.9494949494949496,1.0
0.9595959595959597,1.0
0.9696969696969697,1.0
0.9797979797979799,1.0
0.98989898989899,1.0
1.0,1.0
