FPR,TPR
0.0,0.0
0.010101010101010102,0.34999220490299515
0.020202020202020204,0.4289495737100804
0.030303030303030304,0.5224087299572403
0.04040404040404041,0.5642519042306733
0.05050505050505051,0.5980491044410046
0.06060606060606061,0.614330333727561
0.07070707070707072,0.6527618777037908
0.08080808080808081,0.6805611326156651
0.09090909090909091,0.7009713149907955
0.10101010101010102,0.7385406512226
0.11111111111111112,0.7547393292191393
0.12121212121212122,0.7735688990394813
0.13131313131313133,0.7839646454856937
0.14141414141414144,0.7948037100473175
0.15151515151515152,0.8127922455518142
0.16161616161616163,0.8250954170400865
0.17171717171717174,0.8365913164027706
0.18181818181818182,0.844241719396438
0.19191919191919193,0.8512012703647155
0.20202020202020204,0.8592263882873393
0.21212121212121213,0.8647667815525116
0.22222222222222224,0.8727490747141067
0.23232323232323235,0.8911326087172886
0.24242424242424243,0.8988081576930049
0.25252525252525254,0.9022496630107035
0.26262626262626265,0.9046355540062201
0.27272727272727276,0.908066424527397
0.2828282828282829,0.9222520997141386
0.29292929292929293,0.9306285726824669
0.30303030303030304,0.9311911428283703
0.31313131313131315,0.9416362329587524
0.32323232323232326,0.9457261517545537
0.33333333333333337,0.9475618100307199
0.3434343434343435,0.9508657614503484
0.3535353535353536,0.9601945942714764
0.36363636363636365,0.9624649701165555
0.37373737373737376,0.9636294303722348
0.38383838383838387,0.9651302474084578
0.393939393939394,0.9668574583511269
0.4040404040404041,0.9677913966647445
0.4141414141414142,0.9683637872371349
0.42424242424242425,0.9683637872371349
0.43434343434343436,0.9686331475064953
0.4444444444444445,0.9694748983482462
0.4545454545454546,0.9695380296613776
0.4646464646464647,0.9719428737878832
0.4747474747474748,0.9740417011364425
0.48484848484848486,0.9764382429579369
0.494949494949495,0.9768055524161554
0.5050505050505051,0.9768055524161554
0.5151515151515152,0.9768163556355148
0.5252525252525253,0.9776652573128779
0.5353535353535354,0.9788815911520553
0.5454545454545455,0.9808590036934225
0.5555555555555556,0.9824265759944419
0.5656565656565657,0.9833872570142278
0.5757575757575758,0.9848249117182244
0.5858585858585859,0.985125492705126
0.595959595959596,0.9863330816211245
0.6060606060606061,0.9882487268010476
0.6161616161616162,0.988628542724905
0.6262626262626263,0.9890083586487624
0.6363636363636365,0.989483868352524
0.6464646464646465,0.990114108185109
0.6565656565656566,0.9907281983642389
0.6666666666666667,0.9917299108969353
0.6767676767676768,0.9926354526654807
0.686868686868687,0.993540454273058
0.696969696969697,0.9945071346819709
0.7070707070707072,0.9950515810546149
0.7171717171717172,0.9955792796384901
0.7272727272727273,0.9958578548644338
0.7373737373737375,0.9961364300903774
0.7474747474747475,0.9964150053163211
0.7575757575757577,0.9966935805422648
0.7676767676767677,0.9968530701754386
0.7777777777777778,0.9968530701754386
0.787878787878788,0.9968530701754386
0.797979797979798,0.9968530701754386
0.8080808080808082,0.9968530701754386
0.8181818181818182,0.9968530701754386
0.8282828282828284,0.9968530701754386
0.8383838383838385,0.9968530701754386
0.8484848484848485,0.9968530701754386
0.8585858585858587,0.9968530701754386
0.8686868686868687,0.9969220469805264
0.8787878787878789,0.9971357190758635
0.888888888888889,0.9973744091528751
0.8989898989898991,0.9976130992298863
0.9090909090909092,0.9978517893068976
0.9191919191919192,0.9980904793839092
0.9292929292929294,0.9983291694609203
0.9393939393939394,0.9985678595379317
0.9494949494949496,0.9988065496149432
0.9595959595959597,0.9990452396919544
0.9696969696969697,0.999283929768966
0.9797979797979799,0.9995226198459772
0.98989898989899,0.9997613099229886
1.0,1.0
